OBJECTID,NAME,LINE,Long,Lat,pass,stairs,borough
1797,82nd St & Roosevelt Ave at NE corner,7,-73.88387600017465,40.74781200071324,8687,3,Queens
1798,82nd St & Roosevelt Ave at SW corner,7,-73.88397300018983,40.74745300056411,6109,7,Queens
1799,82nd St & Roosevelt Ave at NW corner,7,-73.88402800010363,40.747797001025944,8093,9,Queens
1800,69th St & Roosevelt Ave at NE corner,7,-73.89626799980942,40.746509000982186,2466,8,Queens
1801,69th St & Roosevelt Ave at SW corner,7,-73.89639599982912,40.74614800114902,9032,5,Queens
1802,61st St & Roosevelt Ave at SE corner,7,-73.90324800020599,40.745531000834546,2690,9,Queens
1803,61st St & Roosevelt Ave at NE corner,7,-73.9030630001761,40.74571700080551,3295,6,Queens
1804,61st St & Roosevelt Ave at NE corner,7,-73.90323399968668,40.74569200063943,1369,8,Queens
1805,52nd St & Roosevelt Ave at SW corner,7,-73.91300299979955,40.74393300069892,9308,6,Queens
1806,52nd St & Roosevelt Ave at NW corner,7,-73.91308000030901,40.74406700117441,7866,3,Queens
1807,53rd St & Roosevelt Ave at SE corner,7,-73.91128200023064,40.74445300048593,7517,7,Queens
1808,53rd St & Roosevelt Ave at NE corner,7,-73.91129400006578,40.74459000117725,2861,6,Queens
1809,46th St & Queens Blvd at SE corner,7,-73.9186010004369,40.743064000975544,8204,8,Queens
1810,46th St & Queens Blvd at NE corner,7,-73.91856399986699,40.74321700071532,7302,5,Queens
1811,46th St & Queens Blvd at SW corner,7,-73.91884800020249,40.74310500067605,9192,8,Queens
1812,46th St & Queens Blvd at NW corner,7,-73.91881300055115,40.743240000765105,9112,6,Queens
1813,40th St & Queens Blvd at SE corner,7,-73.92416100027046,40.74371000112609,4663,6,Queens
1814,40th St & Queens Blvd at NE corner,7,-73.92411200014045,40.74388200082643,5911,8,Queens
1815,40th St & Queens Blvd at SW corner,7,-73.92441700024656,40.74374300100013,5399,3,Queens
1816,40th St & Queens Blvd at NW corner,7,-73.92438500038787,40.74391100111205,4337,3,Queens
1817,33rd St & Queens Blvd at SE corner,7,-73.93157000009163,40.74456800061942,6972,8,Queens
1818,33rd St & Queens Blvd at NE corner,7,-73.93153300052721,40.744724000461275,3238,9,Queens
1819,33rd St & Queens Blvd at NW corner,7,-73.93182900025066,40.74459400056049,4670,4,Queens
1820,33rd St & Queens Blvd at SW corner,7,-73.9317939996055,40.74476300048575,1946,5,Queens
1821,Queens Plaza North & 27th St at NW corner,N-Q-7,-73.9396710002236,40.7508350011798,8342,7,Queens
1822,Queens Plaza South & 27th St at SW corner,N-Q-7,-73.940244999736,40.750302000858184,1428,6,Queens
1823,23rd St & 45th Rd at NW corner,E-G-M-7,-73.94571300016653,40.746308001163634,9560,7,Queens
1824,23rd St & 45th Rd at SE corner,E-G-M-7,-73.94534899958121,40.74613000057653,5004,5,Queens
1825,23rd St & 45th Rd at NE corner,E-G-M-7,-73.94532200035314,40.74623200075596,3427,7,Queens
1826,21st St & 49th Ave at NE corner,7,-73.94860899952165,40.742500001189924,5189,4,Queens
1827,21st St & 49th Ave at NE corner,7,-73.94810999980871,40.74240500087813,7488,2,Queens
1828,21st St & 49th Ave at NE corner,7,-73.9481950003783,40.742422001095164,9808,3,Queens
1829,Vernon Blvd & 50th Ave at NE corner,7,-73.9538929998818,40.74275900114013,9002,9,Queens
1830,Vernon Blvd & 50th Ave at NE corner,7,-73.95395500036102,40.74280300130392,3548,5,Queens
1831,5th Ave & 42nd St at SW corner,B-D-F-M-7,-73.98112999996737,40.753409001192345,6919,6,Manhattan
1832,NA,R-1,-74.01314899949054,40.702033000801315,6439,7,Manhattan
1833,NA,R-1,-74.01314899949054,40.702033000801315,8607,7,Manhattan
1834,NA,R-1,-74.01339699956122,40.701961000593066,7695,6,Manhattan
1835,NA,R-1,-74.01339699956122,40.701961000593066,1235,7,Manhattan
1836,3rd Ave & 60th St at SW corner,N-Q-R-4-5-6,-73.9663399998183,40.76209200118288,6707,9,Manhattan
1837,3rd Ave & 60th St at NW corner,N-Q-R-4-5-6,-73.96615499958986,40.76235300051639,9320,10,Manhattan
1838,3rd Ave & 60th St at SE corner,N-Q-R-4-5-6,-73.96610500024993,40.76199600064206,6748,8,Manhattan
1839,3rd Ave & 60th St at NE corner,N-Q-R-4-5-6,-73.96591800006873,40.76225500079114,7428,9,Manhattan
1840,Grand Army Plaza & Central Park South at SW corner,N-Q-R,-73.97422800020375,40.76459900091597,6301,5,Manhattan
1841,Grand Army Plaza & Central Park South at NE corner,N-Q-R,-73.9741909995507,40.764935001318285,2701,5,Manhattan
1842,Grand Army Plaza & Central Park South at NE corner,N-Q-R,-73.97399800052692,40.76485900130548,4595,8,Manhattan
1843,7th Ave & 55th St at SW corner,N-Q-R,-73.98127799942094,40.76425800051672,954,7,Manhattan
1844,7th Ave & 55th St at SE corner,N-Q-R,-73.98080300054961,40.76405700096569,3465,4,Manhattan
1845,7th Ave & 55th St at NW corner,N-Q-R,-73.98116699968199,40.76437700115304,1411,5,Manhattan
1846,7th Ave & 55th St at NE corner,N-Q-R,-73.98068299949864,40.76417900101943,4834,7,Manhattan
1847,7th Ave & 49th St at NE corner,N-Q-R,-73.98338800031021,40.76045400110487,854,2,Manhattan
1848,7th Ave & 47th St at SE corner,N-Q-R,-73.98441200013421,40.75903000051641,4017,6,Manhattan
1849,Broadway & 47th St at NE corner,N-Q-R,-73.9848840002975,40.759513000523555,3851,6,Manhattan
1850,7th Ave & 47th St at NW corner,N-Q-R,-73.98470900013602,40.7593840008346,9052,7,Manhattan
1851,7th Ave & 49th St at SE corner,N-Q-R,-73.983566999586,40.760297001282645,9517,4,Manhattan
1852,Broadway & 40th St at SE corner,A-C-E-N-Q-R-S-1-2-3-7,-73.98668000023042,40.75417200053055,4037,6,Manhattan
1853,Broadway & 40th St at SW corner,A-C-E-N-Q-R-S-1-2-3-7,-73.98709699980543,40.754335000754985,8340,4,Manhattan
1854,Broadway & 40th St at NE corner,A-C-E-N-Q-R-S-1-2-3-7,-73.98662299991872,40.75430100123342,9392,5,Manhattan
1855,Broadway & 40th St at NW corner,A-C-E-N-Q-R-S-1-2-3-7,-73.98710799954023,40.754507001220134,4012,2,Manhattan
1856,6th Ave & 34th St at SE corner,B-D-F-M-N-Q-R,-73.9876200005048,40.74959000083694,2385,8,Manhattan
1857,6th Ave & 34th St at NE corner,B-D-F-M-N-Q-R,-73.98749500039362,40.74989100127905,1915,9,Manhattan
1858,Broadway & 32nd St at NE corner,B-D-F-M-N-Q-R,-73.98797600009624,40.74829400133664,7170,8,Manhattan
1859,Broadway & 32nd St at NW corner,B-D-F-M-N-Q-R,-73.98828799998653,40.74847700103222,6590,10,Manhattan
1860,Broadway & 28th St at SW corner,N-R,-73.98892300054607,40.745281001027514,2049,9,Manhattan
1861,Broadway & 28th St at NW corner,N-R,-73.98901000023109,40.74548800070196,6865,3,Manhattan
1862,Broadway & 22nd St at NE corner,N-R,-73.98921700007142,40.740643000678176,8199,9,Manhattan
1863,5th Ave & 22nd St at NE corner,N-R,-73.98963900052017,40.74120800048306,4072,3,Manhattan
1864,Broadway & 23rd St at NW corner,N-R,-73.98942800017326,40.7419130008876,5281,4,Manhattan
1865,Broadway & 22nd St at NW corner (exit only),N-R,-73.9896320000055,40.74075800113276,3575,6,Manhattan
1866,Broadway & 16th St at SE corner,L-N-Q-R-4-5-6,-73.99060299993691,40.736339000909425,1339,2,Manhattan
1867,Broadway & 16th St at NE corner,L-N-Q-R-4-5-6,-73.99044699972468,40.7365230005194,6241,2,Manhattan
1868,Broadway & Waverly Pl at NE corner,N-R,-73.99305100039543,40.72967800077502,2302,9,Manhattan
1869,Broadway & 8th Ave at SW corner,N-R,-73.99273699962603,40.73064200093977,8734,4,Manhattan
1870,Broadway & 8th Ave at SW corner,N-R,-73.99261999986997,40.73059200087505,3494,5,Manhattan
1871,Broadway & 8th Ave at NW corner,N-R,-73.99251700000923,40.73071600054057,6556,3,Manhattan
1872,Broadway & 8th Ave at NW corner,N-R,-73.99264099990762,40.730773000808504,3339,4,Manhattan
1873,Broadway & Prince St at SW corner,N-R,-73.99795699956412,40.724260000652734,8301,7,Manhattan
1874,Broadway & Prince St at NW corner,N-R,-73.99787499970364,40.72434400046753,691,5,Manhattan
1875,Broadway & Canal St at NW corner,J-N-Q-R-Z-6,-74.0019299996069,40.71958500129559,4984,7,Manhattan
1876,Broadway & Canal St at NW corner,J-N-Q-R-Z-6,-74.00201900001107,40.71966000052618,6536,4,Manhattan
1877,Broadway & Canal St at SW corner,J-N-Q-R-Z-6,-74.00215800047437,40.71940800114969,5138,4,Manhattan
1878,Broadway & Canal St at SW corner,J-N-Q-R-Z-6,-74.00223600009556,40.719460000499545,2655,4,Manhattan
1,15th St & Kings Hwy at SE corner,B-Q,-73.95776900005806,40.6088350009905,9425,10,Brooklyn
2,15th St & Avenue U at SE corner,B-Q,-73.95582799955477,40.59899100093364,8510,5,Brooklyn
3,15th St & Gravesend Neck Rd at NE corner,B-Q,-73.9551200002249,40.595020000759654,4074,8,Brooklyn
4,15th St & Sheepshead Bay Rd at SE corner,B-Q,-73.954223999936,40.58730200083184,7587,4,Brooklyn
5,NA,B-Q,-73.96025800029547,40.57798600098538,3750,4,Brooklyn
6,Branch 7 St & Brighton Beach Rd at NE corner,B-Q,-73.96052400057089,40.577931001322625,7347,6,Brooklyn
7,Branch 7 St & Brighton Beach Rd at SE corner,B-Q,-73.96023100018317,40.577746001029006,9806,6,Brooklyn
8,Branch 7 St & Brighton Beach Rd at SE corner,B-Q,-73.96043800015305,40.577697001130275,3559,3,Brooklyn
9,Ocean Pkwy & Brighton Beach Rd at NE corner,Q,-73.96789400057325,40.57642300107101,874,6,Brooklyn
10,Ocean Pkwy & Brighton Beach Rd at NE corner,Q,-73.96759099960158,40.576445000451336,5338,2,Brooklyn
11,Ocean Pkwy & Brighton Beach Rd at SE corner,Q,-73.96787500037775,40.576209000557355,8960,10,Brooklyn
12,Ocean Pkwy & Brighton Beach Rd at SE corner,Q,-73.96756100003365,40.57623400093167,831,4,Brooklyn
13,8th St & Surf Ave at NW corner,F-Q,-73.97687299966972,40.575499000848396,5194,2,Brooklyn
14,8th St & Surf Ave at NW corner,F-Q,-73.97674700022307,40.57592900101308,3089,4,Brooklyn
15,Stillwell Ave & Mermaid Ave at SE corner,D-F-N-Q,-73.98084599950501,40.57690000134535,9393,8,Brooklyn
16,9th Ave & New Utrecht Ave at NE corner,D,-73.99448899987257,40.64633700121817,863,6,Brooklyn
17,New Utrecht Ave & 45th St at NW corner,D,-73.99442299985472,40.64018500077808,2749,7,Brooklyn
18,New Utrecht Ave & 45th St at NE corner,D,-73.99422000043182,40.64018000098069,7273,10,Brooklyn
19,New Utrecht Ave & 44th St at NW corner,D,-73.9944109994909,40.64136000117219,6239,5,Brooklyn
20,New Utrecht Ave & 44th St at NE corner,D,-73.9941880002461,40.64137900096152,9967,10,Brooklyn
21,New Utrecht Ave & 50th St at NW corner,D,-73.99491500048453,40.63613300097741,6970,9,Brooklyn
22,New Utrecht Ave & 50th St at NE corner,D,-73.9947020002238,40.63613900052338,9939,8,Brooklyn
23,New Utrecht Ave & 49th St at SW corner,D,-73.9948789997417,40.63641500047355,4448,3,Brooklyn
24,New Utrecht Ave & 49th St at SE corner,D,-73.99467300018873,40.63640500075824,1176,8,Brooklyn
25,New Utrecht Ave & 55th St at SE corner,D,-73.99526200010341,40.63138900082608,6329,2,Brooklyn
26,New Utrecht Ave & 55th St at SW corner,D,-73.995642999914807,40.63153800051997,1398,4,Brooklyn
27,New Utrecht Ave & 55th St at NE corner,D,-73.99528300054382,40.63170900124219,5068,4,Brooklyn
28,New Utrecht Ave & 71st St at SW corner,D,-73.99919500003303,40.61883400119433,6842,8,Brooklyn
29,New Utrecht Ave & 71st St at NW corner,D,-73.99923999991759,40.619133001338305,4170,2,Brooklyn
30,New Utrecht Ave & 71st St at SE corner,D,-73.99899500042902,40.61877000052378,9268,2,Brooklyn
31,New Utrecht Ave & 71st St at NE corner,D,-73.99883200058711,40.6188890009745,7395,2,Brooklyn
32,New Utrecht Ave & 79th St at NW corner,D,-74.0008919994665,40.61285500054176,3387,7,Brooklyn
33,New Utrecht Ave & 79th St at NE corner,D,-74.00072099959921,40.61284700061145,2748,9,Brooklyn
34,18th Ave & 85th St at SE corner,D,-74.001491000569,40.60760200112182,7534,7,Brooklyn
35,18th Ave & 85th St at SE corner,D,-74.00189400049318,40.60772300097482,4914,10,Brooklyn
36,18th Ave & 85th St at NE corner,D,-74.00162800005522,40.607897001127455,2980,8,Brooklyn
37,20th Ave & 86th St at SE corner,D,-73.99816400038932,40.60443900088166,6696,7,Brooklyn
38,20th Ave & 86th St at NE corner,D,-73.9980069998917,40.60458700083699,6873,6,Brooklyn
39,20th Ave & 86th St at SW corner,D,-73.99849799968783,40.6046310005965,2064,7,Brooklyn
40,20th Ave & 86th St at NW corner,D,-73.99834900054789,40.60478900051507,707,4,Brooklyn
41,Bay Pkwy & 86th St at SE corner,D,-73.99369600038919,40.601726001220165,8574,7,Brooklyn
42,Bay Pkwy & 86th St at NE corner,D,-73.99353800042097,40.60189800117387,1425,6,Brooklyn
43,Bay Pkwy & 86th St at SW corner,D,-73.99413000010537,40.60199300109585,1467,3,Brooklyn
44,Bay Pkwy & 86th St at NW corner,D,-73.99394800015628,40.60215000128454,1517,9,Brooklyn
45,25th Ave & 86th St at NE corner,D,-73.9869580004091,40.597889001091715,1950,9,Brooklyn
46,25th Ave & 86th St at NW corner,D,-73.9872790005634,40.59810000066808,4561,5,Brooklyn
47,25th Ave & 86th St at SE corner,D,-73.98711199986317,40.59775100078925,5346,6,Brooklyn
48,25th Ave & 86th St at SW corner,D,-73.98744200051077,40.59795200062024,1365,10,Brooklyn
49,Stillwell Ave & Bay 50th St at SW corner,D,-73.98373500008773,40.5880220010568,1740,7,Brooklyn
50,Stillwell Ave & Bay 50th St at SE corner,D,-73.9834979996632,40.58806600105337,2473,5,Brooklyn
51,Stillwell Ave & Bay 50th St at SW corner,D,-73.98379099979309,40.588305001122556,8375,5,Brooklyn
52,Stillwell Ave & Bay 50th St at SE corner,D,-73.98354300013526,40.58834800097843,1496,2,Brooklyn
53,8th Ave & 62nd St at NW corner,N,-74.01072599969021,40.634552000604174,7171,6,Brooklyn
54,Fort Hamilton Pkwy & 62nd St at NE corner,N,-74.00665799960328,40.63217900062705,7020,4,Brooklyn
55,New Utrecht Ave & 62nd St at SE corner,D-N,-73.99682999968425,40.62560600131959,2718,4,Brooklyn
56,18th Ave & 64th St at NW corner,N,-73.98940999985166,40.620062000905534,9752,8,Brooklyn
57,20th Ave & 64th St at NE corner,N,-73.98484000011217,40.617341001073875,4512,6,Brooklyn
58,Bay Pkwy & 66th St at SE corner,N,-73.98208399986588,40.61298900111904,6016,8,Brooklyn
59,7th St & Kings Hwy at NW corner,N,-73.98057800010078,40.60510700076654,6461,10,Brooklyn
60,8th St & Avenue U at NE corner,N,-73.97894299952885,40.59645900059184,1058,3,Brooklyn
61,8th St & 86th St at SE corner,N,-73.97822700039235,40.59272400119584,9297,10,Brooklyn
62,121st St & Jamaica Ave at SW corner,J-Z,-73.82933199999007,40.70025400130229,9094,5,Queens
63,121st St & Jamaica Ave at NW corner,J-Z,-73.82923100020398,40.70052000103535,2282,4,Queens
64,111th St & Jamaica Blvd at NE corner,J,-73.83704200031487,40.696771000936984,2518,4,Queens
65,111th St & Jamaica Blvd at SE corner,J,-73.83715599995726,40.69705500070232,4356,5,Queens
66,104th St & Jamaica Ave at SE corner,J-Z,-73.84329800036508,40.69503300049355,2184,3,Queens
67,104th St & Jamaica Ave at NE corner,J-Z,-73.8432230004546,40.69526700049504,8570,3,Queens
68,Woodhaven Blvd & Jamaica Ave at SW corner,J-Z,-73.85255599957513,40.69345100050823,5012,5,Queens
69,Woodhaven Blvd & Jamaica Ave at NW corner,J-Z,-73.85260800014532,40.69356300102105,3632,7,Queens
70,85th St & Jamaica Ave at SE corner,J,-73.85897499964982,40.69238100119143,8357,10,Queens
71,85th St & Jamaica Ave at NE corner,J,-73.85909799998258,40.69266600067277,8772,7,Queens
72,75th St & Jamaica at SE corner,J-Z,-73.86642500006252,40.691285000919926,5864,5,Queens
73,75th St & Jamaica at NW corner,J-Z,-73.86661000037445,40.69147900073444,780,7,Queens
74,Autumn Ave & Jamaica Ave at SE corner,J,-73.87163000026061,40.690142000989724,4159,6,Brooklyn
75,Crescent St & Jamaica Ave at SE corner,J,-73.87344900014045,40.68947000062051,9233,4,Brooklyn
76,Crescent St & Jamaica Ave at NE corner,J,-73.87355499976613,40.689596000921384,5395,6,Brooklyn
77,Pine St & Fulton St at SE corner,J-Z,-73.8725480005001,40.68347800076632,4158,2,Brooklyn
78,Pine St & Fulton St at NE corner,J-Z,-73.87259999991767,40.68358800131416,3107,2,Brooklyn
79,Norwood Ave & Fulton St at NE corner,J-Z,-73.87900700042076,40.68175700074933,1561,6,Brooklyn
80,Norwood,J-Z,-73.8789840000952,40.68164300107813,6898,3,Brooklyn
81,Cleveland St & Fulton St at NW corner,J,-73.88573099972542,40.679656001316204,5439,7,Brooklyn
82,Cleveland,J,-73.88571600056578,40.6795300007475,3722,8,Brooklyn
83,Van Siclen Ave & Fulton St at SW corner,J-Z,-73.89171100013446,40.67784700081332,8880,5,Brooklyn
84,Van Siclen,J-Z,-73.89156599958824,40.6778640010583,9219,7,Brooklyn
85,NA,J,-73.89983400030188,40.676755001150994,2793,10,Brooklyn
86,NA,J,-73.89951000022218,40.676803000654886,7244,5,Brooklyn
87,Moffat St & Broadway at NW corner,J-Z,-73.91133399968001,40.68331300061073,6199,10,Brooklyn
88,Moffat St & Broadway at SW corner,J-Z,-73.91124200031585,40.68341700123608,3799,7,Brooklyn
89,Weirfield St & Broadway at SE corner,J,-73.91580700053865,40.68584700080485,3146,2,Brooklyn
90,Weirfield St & Broadway at NE corner,J,-73.91571299993404,40.68594600114954,9624,6,Brooklyn
91,Linden St & Broadway at SW corner,J-Z,-73.92316100003609,40.69003000093132,6318,4,Brooklyn
92,Linden St & Broadway at NW corner,J-Z,-73.9230620005719,40.69014200099831,4616,4,Brooklyn
93,Patchen Ave & Broadway at NE corner,J,-73.92825699993675,40.69293000085254,4795,4,Brooklyn
94,Patchen Ave & Broadway at SW corner,J,-73.92793999986904,40.69292900134402,4862,4,Brooklyn
95,Broadway & Myrtle Ave at NW corner,J-M-Z,-73.93546099976311,40.696893001205396,5358,5,Brooklyn
96,Broadway & Myrtle Ave at SW corner,J-M-Z,-73.93555900013396,40.69698700120347,2679,9,Brooklyn
97,Flushing Ave & Broadway at SE corner,J-M,-73.94199499953496,40.70062900108737,9190,2,Brooklyn
98,NA,J-M,-73.94167200037049,40.70072000120875,755,4,Brooklyn
99,Flushing Ave & Broadway at SE corner,J-M,-73.94217300005141,40.700634001147975,4972,4,Brooklyn
100,Flushing Ave & Broadway at NW corner,J-M,-73.94170999997885,40.7008470007834,9241,5,Brooklyn
101,Moore St & Broadway at SW corner,J-M,-73.94832399943942,40.704279000920536,2716,7,Brooklyn
102,Moore St & Broadway at NW corner,J-M,-73.94822299970957,40.704396001346986,2007,8,Brooklyn
103,Hooper St & Broadway at SW corner,J-M,-73.95436999956549,40.70711700077497,8538,3,Brooklyn
104,Hooper St & Broadway at NW corner,J-M,-73.95432599948872,40.707248000525176,9558,9,Brooklyn
105,Marcy Ave & Broadway at NW corner,J-M-Z,-73.95789299953161,40.70856500125251,6303,8,Brooklyn
106,Marcy Ave & Broadway at NE corner,J-M-Z,-73.95768900053834,40.70840900113537,7548,9,Brooklyn
107,Marcy Ave & Broadway at NW corner,J-M-Z,-73.95804799973861,40.7085290004772,5805,5,Brooklyn
108,Norfolk St & Delancey St at NE corner,F-J-M-Z,-73.9871809998949,40.718410001156236,9360,10,Manhattan
109,Norfolk St & Delancey St at NW corner,F-J-M-Z,-73.98765000027731,40.718551001133584,2502,10,Manhattan
110,Bowery & Delancey St at SE corner,J-Z,-73.99357600025895,40.71997700124279,621,5,Manhattan
111,Bowery & Delencey St at NE corner,J-Z,-73.9934109994752,40.72029100055331,1288,10,Manhattan
112,69th St & Metropolitan Ave at SW corner,M,-73.88954000033932,40.71208200050858,6310,5,Queens
113,Fresh Pond Rd & 67th Ave at SE corner,M,-73.89623200021862,40.70595500075515,2581,9,Queens
114,62nd St & 67th Ave at SE corner,M,-73.89555899945998,40.70611500110734,2115,5,Queens
115,Forest Ave & Myrtle Ave at NW corner,M,-73.9022430000838,40.70472900065514,4141,6,Queens
116,Forest Ave & Myrtle Ave at SW corner,M,-73.90238900043751,40.70444300124261,6601,5,Queens
117,Myrtle Ave & Seneca Ave at NE corner,M,-73.90751499974346,40.7027800005958,1651,6,Queens
118,Myrtle Ave & Seneca Ave at SW corner,M,-73.90789399983775,40.70283500071398,2112,7,Queens
119,Myrtle Ave & Greene Ave at NW corner,M,-73.91865500019517,40.69871700063333,6367,8,Brooklyn
120,Myrtle Ave & Greene Ave at SE corner,M,-73.91877099960458,40.6989130007839,5794,9,Brooklyn
121,Myrtle Ave & Cedar St at NW corner,M,-73.92637100008922,40.69803300067644,9300,10,Brooklyn
